,Общая,Жилая,Кухня,Этаж,Тип жилья,Планировка,Площадь комнат+ обозначение смежных комнат- обозначение изолированных комнат,Балкон/лоджия,Вид из окон,Отделка,Цена,Комнат,Район,Линк,Построен,Срок сдачи,Санузел,Высота потолков,Ремонт
3805,75,42,8,3,Новостройка,Изолированная,11.6-12-18.5 м²,"1 балкон, 1 лоджия",Во двор,Нет,6200000,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/241577555/,,,1 раздельный,,
3806,69,36,11,4,Вторичка,Изолированная,,1 балкон,На улицу и двор,,5800000,2-комн.,р-н Авиастроительный,https://kazan.cian.ru/sale/flat/235449730/,2004,,1 раздельный,"2,5 м",Косметический
3807,90,48,16,4,Новостройка,,"22-12,5-12,5 м²",1 балкон,На улицу,Нет,8200000,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/244068332/,,4,1 раздельный,,
3808,82,45,11,6,Новостройка,,16.1-16.0-13.4 м²,1 лоджия,,,16670000,3-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/242989060/,,4,"1 совмещенный, 1 раздельный",,
3809,104,69,15,9,Вторичка,Изолированная,27+21+16 м²,1 лоджия,На улицу и двор,,8600000,3-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/242762259/,2009,,1 раздельный,"2,65 м",Евроремонт
3810,100,60,,6,Вторичка,,16-13-31 м²,1 балкон,,,9900000,3-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/237819848/,,,2 раздельных,,Дизайнерский
3811,31,,,3,Вторичка,,,,,,2999999,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/236032405/,1973,,,,Косметический
3812,43,,,8,Вторичка,,,1 балкон,,,4280000,1-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/243761516/,2014,,,,
3813,33,18,7,2,Вторичка,,18 м²,,,,1850000,1-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/239176741/,,,1 совмещенный,"2,9 м",Без ремонта
3814,38,17,5,6,Вторичка,,"17,1 м²",1 лоджия,,,3350000,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/245499897/,1986,,1 совмещенный,"2,7 м",Косметический
3815,40,17,10,8,Вторичка,,,1 лоджия,,,5399000,1-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/241418042/,2009,,,"3,2 м",
3816,40,28,8,2,Вторичка,,,,,,7800000,2-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/236923451/,,,,,
3817,50,,,1,Вторичка,,,1 балкон,,,5545000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/233187901/,1968,,,,Косметический
3818,88,53,12,3,Вторичка,,,,,,7768000,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/245892531/,,,,,Без ремонта
3819,124,70,29,20,Вторичка,Смежная,,2 лоджии,На улицу и двор,,11868800,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/245275740/,2020,,"1 совмещенный, 1 раздельный",,Без ремонта
3820,155,77,13,4,Вторичка,Смежная,"21,9+15,8+40 м²",1 балкон,На улицу и двор,,13800000,3-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/240891699/,2003,,"1 совмещенный, 1 раздельный","2,5 м",Евроремонт
3821,51,32,9,1,Вторичка,,,1 лоджия,,,4850000,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/230503922/,1981,,,"2,7 м",
3822,53,,,8,Новостройка,,,,,,6359500,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/244607603/,,3,,,
3823,98,80,13,5,Вторичка,,80 м²,1 балкон,Во двор,,9500000,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/242297687/,2019,,"1 совмещенный, 1 раздельный","9,9999 м",Евроремонт
3824,30,18,5,5,Новостройка,,18.1 м²,1 балкон,Во двор,Черновая,4000000,"Студия,",р-н Советский,https://kazan.cian.ru/sale/flat/245409345/,,,1 совмещенный,,
3825,125,86,,2,Новостройка,,86 м²,"1 балкон, 1 лоджия",На улицу и двор,Нет,11050000,4-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/245889511/,,4,"1 совмещенный, 1 раздельный",,
3826,71,,,11,Вторичка,,,1 балкон,,,9100000,2-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/241480178/,2013,,,,Без ремонта
3827,97,49,17,4,Вторичка,,,1 лоджия,,,9650000,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/216629284/,2009,,,"3,05 м",
3828,44,,,3,Вторичка,Изолированная,,1 балкон,Во двор,,3270000,2-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/240753113/,1975,,1 совмещенный,"2,5 м",Косметический
3829,45,25,8,8,Новостройка,,10-15 м²,1 балкон,Во двор,,4199000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/243581570/,,,1 совмещенный,,
3830,21,9,7,3,Вторичка,,,,,,1760000,1-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/245903384/,,,,"2,7 м",
3831,45,29,6,1,Вторичка,Изолированная,15.4-14.5 м²,,На улицу и двор,,2900000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/243745162/,,,1 совмещенный,"2,5 м",
3832,59,21,21,6,Новостройка,,,1 лоджия,,Нет,8000000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/228395670/,,4,2 раздельных,,
3833,33,,,7,Вторичка,,,1 балкон,,,3999000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/234385269/,2019,,,,
3834,47,,,3,Вторичка,,,1 балкон,,,3500000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/227664321/,1970,,,,Без ремонта
3835,37,,,8,Новостройка,,,,,Нет,3850140,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/239883760/,,4,,,
3836,60,,,7,Вторичка,,,1 балкон,,,5300000,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/246012116/,2006,,,,Дизайнерский
3837,36,17,8,4,Вторичка,,,1 балкон,,,4100000,1-комн.,р-н Авиастроительный,https://kazan.cian.ru/sale/flat/244806492/,2014,,1 совмещенный,,
3838,97,77,9,7,Вторичка,,,1 лоджия,,,9950000,3-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/231962501/,2010,,,3 м,
3839,128,,,33,Вторичка,,,1 балкон,,,15500000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/238399439/,2013,,,,Без ремонта
3840,21,11,5,1,Вторичка,,,,Во двор,,2580000,1-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/245601088/,1977,,1 совмещенный,"2,5 м",Евроремонт
3841,16,16,,4,Вторичка,,16.7 м²,,Во двор,,1650000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/223851899/,1963,,1 совмещенный,,Косметический
3842,34,11,9,2,Новостройка,,"11,8 м²",1 лоджия,Во двор,Черновая,3700000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/229927064/,,2,1 совмещенный,,
3843,29,20,,3,Вторичка,,,1 лоджия,На улицу,,6090000,"Студия,",р-н Вахитовский,https://kazan.cian.ru/sale/flat/244509368/,2020,,1 совмещенный,,Евроремонт
3844,51,29,10,9,Вторичка,,,1 лоджия,,,3900000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/224296430/,1990,,1 раздельный,,Косметический
3845,76,42,10,11,Вторичка,Изолированная,,2 лоджии,Во двор,,7600000,3-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/244657445/,2014,,1 раздельный,"2,73 м",Косметический
3846,118,,,1,Вторичка,,,1 балкон,,,6994000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/243185892/,2013,,,,
3847,51,24,13,1,Новостройка,,24.48 м²,,,,5371000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245179881/,,2,,,
3848,36,17,,11,Новостройка,,36-17-34-5 м²,1 балкон,Во двор,Нет,3050000,1-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/244134945/,,4,,,
3849,92,,,2,Вторичка Апартаменты,,,1 лоджия,На улицу и двор,,16100000,2-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/232900712/,2020,,1 совмещенный,,Без ремонта
3850,62,32,10,3,Новостройка,,16.5-15.9 м²,,,,5655600,2-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/237135469/,,,1 совмещенный,,
3851,36,20,10,14,Вторичка,,,,,,4200000,1-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/245965314/,,,,"2,7 м",
3852,108,,,3,Вторичка,,,1 балкон,,,37700000,2-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/240339661/,2018,,,,Дизайнерский
3853,34,12,9,2,Новостройка,,,1 балкон,На улицу,Нет,3840000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/244279956/,,4,1 совмещенный,,
3854,41,,,3,Вторичка,,,1 балкон,,,6200000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245865949/,2017,,,,
3855,58,,,5,Вторичка,,,1 балкон,,,3825000,3-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/227517063/,1962,,,,Косметический
3856,13,10,,1,Вторичка,,10.00 м²,,,,1090000,"Студия,",р-н Кировский,https://kazan.cian.ru/sale/flat/244759997/,1975,,1 раздельный,,Косметический
3857,68,,7,5,Вторичка,,,1 балкон,,,5900000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/243470638/,1984,,,,Евроремонт
3858,86,56,,19,Вторичка,,,1 балкон,,,7500000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/227091500/,2019,,,,Без ремонта
3859,83,48,12,3,Вторичка,,,1 лоджия,,,6480000,4-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/242827252/,1996,,,"2,6 м",
3860,53,17,17,10,Вторичка,,,1 лоджия,,,5200000,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/228430952/,,,1 совмещенный,,Без ремонта
3861,32,,,5,Новостройка,,,1 лоджия,,Чистовая,2720000,1-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/242429412/,,4,,,
3862,40,19,9,10,Вторичка,,19 м²,1 лоджия,На улицу,,5037500,1-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/242756513/,2018,,1 совмещенный,"2,8 м",Без ремонта
3863,50,30,10,7,Вторичка,,,1 балкон,На улицу,,5800000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245521256/,2019,,1 совмещенный,"2,75 м",Косметический
3864,69,40,9,8,Вторичка,,18-12-9.7 м²,1 балкон,,,5600000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/237685496/,,,1 раздельный,,
3865,52,28,9,1,Вторичка,,,1 балкон,,,4500000,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/245865961/,1987,,,,
3866,98,61,12,9,Вторичка,Изолированная,23+19+19 м²,"1 балкон, 1 лоджия",Во двор,,6950000,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/235448433/,,,"1 совмещенный, 1 раздельный","2,75 м",Без ремонта
3867,75,47,12,2,Вторичка,,,1 балкон,,,7100000,3-комн.,р-н Авиастроительный,https://kazan.cian.ru/sale/flat/245865987/,2011,,,,Косметический
3868,23,15,4,5,Вторичка,,,,Во двор,,1150000,1-комн.,р-н Авиастроительный,https://kazan.cian.ru/sale/flat/230843529/,1979,,1 совмещенный,"2,64 м",Евроремонт
3869,75,41,11,8,Новостройка,Изолированная,,1 балкон,,Черновая,7333000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245601428/,,,1 раздельный,,
3870,43,,,17,Вторичка,,,1 балкон,,,4600000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/227861061/,2020,,,,Без ремонта
3871,258,,,5,Новостройка Пентхаус,,,2 балкона,На улицу и двор,Черновая,49000000,Многоко,р-н Вахитовский,https://kazan.cian.ru/sale/flat/234098173/,,2,"3 совмещенных, 2 раздельных",,
3872,22,,,5,Вторичка,,,,,,999900,1-комн.,р-н Авиастроительный,https://kazan.cian.ru/sale/flat/245827016/,1977,,,"2,48 м",Косметический
3873,59,,,1,Вторичка,Изолированная,,,,,5800000,2-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/245279707/,1947,,1 совмещенный,3 м,Косметический
3874,112,58,25,5,Вторичка,Изолированная,21+18+17 м²,1 лоджия,Во двор,,8690000,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/223051283/,,,"1 совмещенный, 1 раздельный",,Евроремонт
3875,37,,,3,Вторичка,,,1 балкон,,,2920000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/243185888/,1990,,,,
3876,62,,11,1,Вторичка,,,1 лоджия,,,5393000,2-комн.,р-н Авиастроительный,https://kazan.cian.ru/sale/flat/245865981/,2012,,,,
3877,51,,22,24,Новостройка,,,1 балкон,Во двор,Черновая,5350000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245525474/,,3,1 совмещенный,,
3878,31,16,,14,Вторичка,,,1 балкон,,,3770000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245057476/,,,1 совмещенный,,
3879,81,57,8,8,Вторичка,,,2 лоджии,,,4950000,4-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/238668091/,2000,,,"2,65 м",
3880,37,,,3,Вторичка,,,1 балкон,,,5700000,1-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/227861103/,2013,,,,
